,Protocol,Service,Prediction
13882,tcp,other,Normal
13883,tcp,other,Normal
13884,tcp,http,Normal
13885,tcp,private,DoS
13886,tcp,private,Probe
13887,tcp,http,DoS
13888,tcp,http,Normal
13889,icmp,eco_i,Probe
13890,tcp,http,Normal
13891,udp,domain_u,Normal
13892,udp,private,Probe
13893,tcp,other,DoS
13894,tcp,http,Normal
13895,tcp,telnet,DoS
13896,tcp,private,DoS
13897,icmp,ecr_i,DoS
13898,icmp,ecr_i,DoS
13899,udp,domain_u,Normal
13900,tcp,private,DoS
13901,tcp,http,Normal
13902,tcp,http,Normal
13903,tcp,private,DoS
13904,tcp,ftp_data,Normal
13905,tcp,http,Normal
13906,tcp,http,Normal
13907,tcp,private,DoS
13908,udp,private,DoS
13909,udp,domain_u,Normal
13910,tcp,telnet,Normal
13911,tcp,http,Normal
13912,tcp,finger,DoS
13913,tcp,private,DoS
13914,tcp,private,DoS
13915,tcp,other,Normal
13916,udp,private,Normal
13917,tcp,other,Probe
13918,udp,private,Probe
13919,tcp,telnet,DoS
13920,udp,private,DoS
13921,tcp,private,DoS
13922,tcp,other,Normal
13923,tcp,ftp,Normal
13924,tcp,http,Normal
13925,tcp,private,DoS
13926,tcp,http,Normal
13927,tcp,telnet,Normal
13928,tcp,http,Normal
13929,tcp,http,Normal
13930,tcp,private,Probe
13931,tcp,http,DoS
13932,tcp,http,Normal
13933,tcp,auth,DoS
13934,tcp,telnet,Normal
13935,udp,private,DoS
13936,tcp,private,DoS
13937,icmp,eco_i,Probe
13938,tcp,http,Normal
13939,tcp,http,Normal
13940,tcp,http,Normal
13941,tcp,http,Normal
13942,tcp,ftp_data,R2L
13943,tcp,other,Probe
13944,tcp,http,Normal
13945,tcp,smtp,Normal
13946,tcp,private,DoS
13947,tcp,smtp,Normal
13948,tcp,other,Probe
13949,tcp,http,Normal
13950,tcp,http,Normal
13951,tcp,ftp,Normal
13952,tcp,http,Normal
13953,tcp,ftp,Normal
13954,tcp,http,Normal
13955,tcp,http,Normal
13956,udp,other,Probe
13957,tcp,private,DoS
13958,tcp,smtp,Normal
13959,tcp,private,DoS
13960,tcp,ftp_data,Normal
13961,udp,private,DoS
13962,tcp,other,DoS
13963,tcp,http,Normal
13964,tcp,http,Normal
13965,tcp,other,Probe
13966,tcp,other,DoS
13967,tcp,http,Normal
13968,tcp,http,Normal
13969,tcp,private,DoS
13970,tcp,http,Normal
13971,icmp,ecr_i,DoS
13972,tcp,other,Probe
13973,tcp,http,Normal
13974,icmp,ecr_i,DoS
13975,tcp,http,Normal
13976,tcp,other,DoS
13977,tcp,smtp,Normal
13978,tcp,other,Probe
13979,tcp,ftp_data,R2L
13980,udp,domain_u,Normal
13981,tcp,http,Normal
13982,tcp,http,Normal
13983,tcp,http,Normal
13984,tcp,telnet,Normal
13985,tcp,http,DoS
13986,udp,private,Normal
13987,tcp,smtp,Normal
13988,tcp,other,Probe
13989,icmp,ecr_i,Normal
13990,tcp,finger,DoS
13991,tcp,private,DoS
13992,tcp,private,DoS
13993,udp,private,Normal
13994,tcp,other,DoS
13995,tcp,private,DoS
13996,tcp,smtp,Normal
13997,tcp,http,Normal
13998,tcp,http,Normal
13999,tcp,other,DoS
14000,udp,private,Normal
14001,tcp,telnet,Normal
14002,icmp,ecr_i,DoS
14003,tcp,other,Probe
14004,tcp,finger,DoS
14005,tcp,private,DoS
14006,tcp,other,Probe
14007,tcp,private,DoS
14008,udp,private,Normal
14009,tcp,http,Normal
14010,tcp,telnet,Normal
14011,tcp,private,DoS
14012,tcp,http,Normal
14013,tcp,ftp_data,R2L
14014,tcp,http,Normal
14015,udp,domain_u,Normal
14016,tcp,private,Probe
14017,tcp,http,DoS
14018,tcp,http,Normal
14019,tcp,private,DoS
14020,tcp,other,DoS
14021,tcp,telnet,Normal
14022,tcp,other,Normal
14023,tcp,http,Normal
14024,tcp,http,Normal
14025,tcp,other,Probe
14026,udp,private,Normal
14027,tcp,http,Normal
14028,tcp,http,Normal
14029,tcp,private,DoS
14030,tcp,http,DoS
14031,tcp,http,Normal
14032,tcp,other,DoS
14033,tcp,telnet,Normal
14034,tcp,private,DoS
14035,tcp,finger,Normal
14036,tcp,telnet,Normal
14037,tcp,http,Normal
14038,tcp,http,DoS
14039,tcp,telnet,Normal
14040,tcp,other,Probe
14041,udp,domain_u,Normal
14042,tcp,http,DoS
14043,tcp,private,DoS
14044,tcp,private,DoS
14045,tcp,other,DoS
14046,tcp,telnet,Normal
14047,tcp,private,DoS
14048,tcp,http,Normal
14049,tcp,http,DoS
14050,tcp,http,Normal
14051,icmp,ecr_i,DoS
14052,tcp,http,Normal
14053,tcp,http,Normal
14054,udp,private,DoS
14055,tcp,telnet,DoS
14056,tcp,http,Normal
14057,tcp,telnet,DoS
14058,tcp,http,Normal
14059,tcp,private,DoS
14060,tcp,private,DoS
14061,tcp,smtp,Normal
14062,tcp,other,Normal
14063,icmp,eco_i,Probe
14064,udp,domain_u,Normal
14065,tcp,http,Normal
14066,udp,domain_u,Normal
14067,tcp,http,Normal
14068,tcp,http,DoS
14069,tcp,telnet,Normal
14070,tcp,private,DoS
14071,tcp,other,DoS
14072,tcp,http,Normal
14073,tcp,http,Normal
14074,tcp,http,Normal
14075,tcp,private,DoS
14076,icmp,ecr_i,DoS
14077,tcp,private,Probe
14078,tcp,http,Normal
14079,tcp,telnet,DoS
14080,tcp,smtp,Normal
14081,tcp,http,DoS
14082,tcp,http,Normal
14083,tcp,other,Normal
14084,tcp,http,Normal
14085,tcp,http,Normal
14086,udp,domain_u,Normal
14087,icmp,eco_i,Probe
14088,tcp,smtp,Normal
14089,tcp,private,DoS
14090,tcp,other,Probe
14091,tcp,http,DoS
14092,tcp,http,Normal
14093,tcp,ftp,Normal
14094,tcp,other,Normal
14095,tcp,http,Normal
14096,tcp,http,Normal
14097,tcp,private,DoS
14098,tcp,http,Normal
14099,tcp,ftp,Normal
14100,tcp,telnet,DoS
14101,tcp,http,Normal
14102,tcp,private,DoS
14103,tcp,smtp,Normal
14104,tcp,http,Normal
14105,tcp,other,Probe
14106,tcp,smtp,Normal
14107,tcp,http,Normal
14108,tcp,private,DoS
14109,tcp,http,DoS
14110,icmp,eco_i,Probe
14111,tcp,http,Normal
14112,tcp,other,Normal
14113,icmp,ecr_i,DoS
14114,tcp,other,Normal
14115,tcp,whois,DoS
14116,udp,private,Probe
14117,tcp,http,Normal
14118,tcp,other,DoS
14119,udp,domain_u,Normal
14120,tcp,http,Normal
14121,tcp,http,Normal
14122,tcp,http,Normal
14123,tcp,ftp_data,R2L
14124,tcp,http,DoS
14125,tcp,other,Probe
14126,tcp,telnet,DoS
14127,tcp,uucp,DoS
14128,tcp,ftp,Normal
14129,tcp,http,Normal
14130,tcp,other,DoS
14131,tcp,other,Probe
14132,tcp,smtp,Normal
14133,tcp,http,Normal
14134,tcp,http,Normal
14135,tcp,other,DoS
14136,tcp,http,Normal
14137,tcp,private,DoS
14138,tcp,telnet,Normal
14139,tcp,private,DoS
14140,tcp,http,DoS
14141,tcp,ftp,Normal
14142,tcp,telnet,Normal
14143,tcp,http,DoS
14144,tcp,http,Normal
14145,tcp,private,DoS
14146,icmp,ecr_i,DoS
14147,tcp,other,DoS
14148,tcp,telnet,Normal
14149,tcp,telnet,DoS
14150,tcp,other,Probe
14151,tcp,other,Normal
14152,tcp,private,DoS
14153,tcp,other,Normal
14154,tcp,other,Probe
14155,tcp,http,Normal
14156,tcp,http,Normal
14157,tcp,http,Normal
14158,tcp,http,Normal
14159,tcp,http,Normal
14160,udp,domain_u,Normal
14161,tcp,http,Normal
14162,tcp,private,DoS
14163,tcp,private,DoS
14164,tcp,http,Normal
14165,tcp,private,Probe
14166,tcp,private,DoS
14167,tcp,ftp,Normal
14168,tcp,http,Normal
14169,tcp,http,Normal
14170,tcp,http,Normal
14171,tcp,http,Normal
14172,tcp,private,DoS
14173,udp,domain_u,Normal
14174,tcp,other,DoS
14175,icmp,ecr_i,DoS
14176,tcp,http,Normal
14177,udp,private,Probe
14178,tcp,http,Normal
14179,tcp,http,Normal
14180,tcp,private,DoS
14181,tcp,private,Probe
14182,udp,private,Probe
14183,udp,private,Probe
14184,icmp,ecr_i,DoS
14185,udp,private,Normal
14186,tcp,other,Probe
14187,tcp,other,Probe
14188,tcp,http,DoS
14189,tcp,http,Normal
14190,icmp,ecr_i,DoS
14191,tcp,private,DoS
14192,tcp,private,DoS
14193,tcp,other,Normal
14194,udp,private,Probe
14195,tcp,other,DoS
14196,tcp,http,Normal
14197,tcp,smtp,Normal
14198,udp,private,Normal
14199,tcp,private,Probe
14200,tcp,http,Normal
14201,tcp,telnet,Normal
14202,tcp,http,DoS
14203,tcp,private,DoS
14204,tcp,http,Normal
14205,icmp,eco_i,Probe
14206,tcp,http,Normal
14207,tcp,other,DoS
14208,tcp,other,Normal
14209,tcp,http,Normal
14210,tcp,other,Normal
14211,tcp,other,Normal
14212,tcp,ftp_data,Normal
14213,tcp,private,DoS
14214,tcp,smtp,Normal
14215,tcp,ftp_data,R2L
14216,tcp,ftp,Normal
14217,udp,private,Normal
14218,tcp,ftp,Normal
14219,tcp,http,Normal
14220,tcp,telnet,U2R
14221,udp,domain_u,Normal
14222,tcp,other,Normal
14223,tcp,http,Normal
14224,tcp,http,DoS
14225,tcp,smtp,Normal
14226,tcp,http,Normal
14227,tcp,private,DoS
14228,udp,private,Normal
14229,tcp,telnet,Normal
14230,tcp,telnet,Normal
14231,tcp,other,Probe
14232,tcp,other,Normal
14233,tcp,private,DoS
14234,tcp,http,Normal
14235,tcp,http,Normal
14236,tcp,telnet,Normal
14237,icmp,ecr_i,DoS
14238,tcp,private,DoS
14239,tcp,other,Probe
14240,tcp,ftp_data,DoS
14241,tcp,http,Normal
14242,tcp,other,Normal
14243,udp,private,Normal
14244,tcp,http,DoS
14245,tcp,http,Normal
14246,tcp,http,Normal
14247,tcp,http,Normal
14248,tcp,private,DoS
14249,icmp,ecr_i,DoS
14250,tcp,smtp,Normal
14251,tcp,http,Normal
14252,tcp,private,DoS
14253,tcp,http,DoS
14254,tcp,finger,DoS
14255,tcp,http,DoS
14256,icmp,eco_i,Probe
14257,tcp,other,Normal
14258,tcp,http,Normal
14259,tcp,http,DoS
14260,tcp,http,Normal
14261,tcp,http,Normal
14262,tcp,http,Normal
14263,tcp,other,Normal
14264,tcp,other,DoS
14265,tcp,private,Probe
14266,tcp,http,Normal
14267,tcp,http,Normal
14268,tcp,smtp,Normal
14269,tcp,http,DoS
14270,tcp,http,Normal
14271,tcp,http,Normal
14272,tcp,http,Normal
14273,tcp,private,DoS
14274,tcp,http,Normal
14275,udp,private,DoS
14276,tcp,private,DoS
14277,icmp,ecr_i,DoS
14278,tcp,http,Normal
14279,tcp,ftp_data,R2L
14280,tcp,private,DoS
14281,udp,domain_u,Normal
14282,tcp,other,Normal
14283,tcp,http,DoS
14284,tcp,other,DoS
14285,tcp,http,Normal
14286,tcp,http,Normal
14287,tcp,private,DoS
14288,tcp,http,DoS
14289,tcp,http,Normal
14290,tcp,http,Probe
14291,udp,domain_u,Normal
14292,tcp,private,DoS
14293,tcp,private,DoS
14294,icmp,ecr_i,DoS
14295,udp,private,Normal
14296,tcp,other,Probe
14297,udp,private,Normal
14298,tcp,other,Probe
14299,tcp,private,Probe
14300,tcp,private,DoS
14301,tcp,private,DoS
14302,tcp,http,DoS
14303,tcp,http,Normal
14304,tcp,private,DoS
14305,tcp,ftp,Normal
14306,tcp,http,Normal
14307,tcp,telnet,Normal
14308,tcp,ftp,Normal
14309,tcp,ftp,Normal
14310,tcp,http,Normal
14311,tcp,ftp_data,Normal
14312,tcp,http,Normal
14313,tcp,http,Normal
14314,tcp,other,Normal
14315,tcp,other,Normal
14316,tcp,telnet,Normal
14317,udp,other,Normal
14318,tcp,http,Normal
14319,tcp,other,Normal
14320,tcp,private,DoS
14321,tcp,http,DoS
14322,tcp,http,Normal
14323,tcp,private,DoS
14324,tcp,http,Normal
14325,tcp,http,Normal
14326,tcp,other,Probe
14327,udp,private,Normal
14328,tcp,http,Normal
14329,tcp,http,Normal
14330,tcp,http,Normal
14331,tcp,http,Normal
14332,udp,domain_u,Normal
14333,udp,domain_u,Normal
14334,tcp,http,Normal
14335,tcp,ftp,Normal
14336,tcp,http,Normal
14337,tcp,other,Normal
14338,tcp,http,DoS
14339,tcp,http,Normal
14340,tcp,http,Normal
14341,tcp,telnet,Normal
14342,tcp,ftp_data,R2L
14343,tcp,http,Normal
14344,tcp,other,DoS
14345,tcp,private,DoS
14346,tcp,telnet,Normal
14347,tcp,ftp_data,Normal
14348,tcp,ftp_data,R2L
14349,tcp,http,Normal
14350,tcp,finger,Normal
14351,tcp,ftp,Normal
14352,tcp,private,DoS
14353,tcp,telnet,Normal
14354,tcp,other,Probe
14355,udp,private,Normal
14356,tcp,http,Normal
14357,tcp,private,DoS
14358,tcp,http,Normal
14359,tcp,http,Normal
14360,tcp,private,DoS
14361,tcp,smtp,Normal
14362,tcp,other,Probe
14363,tcp,http,Normal
14364,icmp,ecr_i,DoS
14365,tcp,other,Probe
14366,udp,private,Normal
14367,tcp,telnet,Normal
14368,udp,domain_u,Normal
14369,tcp,private,DoS
14370,tcp,http,Normal
14371,tcp,http,DoS
14372,tcp,other,DoS
14373,tcp,http,Normal
14374,tcp,smtp,Normal
14375,icmp,ecr_i,DoS
14376,udp,domain_u,Normal
14377,icmp,eco_i,Probe
14378,tcp,ftp_data,Normal
14379,tcp,other,Probe
14380,tcp,http,Normal
14381,tcp,http,Normal
14382,tcp,private,DoS
14383,tcp,private,DoS
14384,icmp,ecr_i,DoS
14385,tcp,http,DoS
14386,tcp,http,Normal
14387,tcp,http,Normal
14388,tcp,http,Normal
14389,tcp,private,DoS
14390,tcp,telnet,DoS
14391,udp,domain_u,Normal
14392,tcp,private,DoS
14393,udp,private,Normal
14394,tcp,smtp,Normal
14395,tcp,private,Probe
14396,tcp,other,Normal
14397,tcp,ftp,Normal
14398,tcp,private,DoS
14399,tcp,private,DoS
14400,udp,other,Normal
14401,tcp,http,Normal
14402,tcp,private,DoS
14403,tcp,ftp_data,Normal
14404,tcp,http,Normal
14405,tcp,other,Probe
14406,udp,domain_u,Normal
14407,tcp,http,Normal
14408,udp,private,DoS
14409,tcp,iso_tsap,DoS
14410,tcp,http,Normal
14411,icmp,ecr_i,DoS
14412,tcp,private,DoS
14413,tcp,http,Normal
14414,tcp,http,Normal
14415,udp,private,Normal
14416,tcp,http,Normal
14417,tcp,Z39_50,DoS
14418,tcp,http,Normal
14419,tcp,private,DoS
14420,tcp,http,Normal
14421,tcp,http,Normal
14422,tcp,ftp_data,Normal
14423,tcp,ftp_data,Normal
14424,tcp,ftp_data,R2L
14425,tcp,http,Normal
14426,tcp,http,Normal
14427,udp,domain_u,Normal
14428,tcp,http,Normal
14429,tcp,private,DoS
14430,tcp,private,DoS
14431,tcp,ftp_data,R2L
14432,tcp,http,Normal
14433,tcp,http,Normal
14434,tcp,private,DoS
14435,icmp,ecr_i,DoS
14436,tcp,private,DoS
14437,tcp,http,Normal
14438,tcp,private,DoS
14439,tcp,telnet,Normal
14440,tcp,private,Probe
14441,tcp,other,Normal
14442,tcp,http,Normal
14443,tcp,http,Normal
14444,tcp,private,DoS
14445,tcp,private,DoS
14446,tcp,smtp,Normal
14447,tcp,http,Normal
14448,tcp,http,Normal
14449,tcp,http,Normal
14450,tcp,private,Probe
14451,tcp,http,Normal
14452,tcp,http,Normal
14453,tcp,telnet,Normal
14454,tcp,private,DoS
14455,udp,private,Probe
14456,tcp,http,Normal
14457,tcp,http,Normal
14458,tcp,smtp,Normal
14459,tcp,private,DoS
14460,tcp,http,Normal
14461,icmp,other,Normal
14462,tcp,http,Normal
14463,udp,private,DoS
14464,tcp,private,DoS
14465,tcp,other,DoS
14466,tcp,http,Normal
14467,tcp,private,Probe
14468,tcp,private,DoS
14469,tcp,http,Normal
14470,tcp,private,DoS
14471,tcp,other,Probe
14472,tcp,other,Probe
14473,tcp,other,Probe
14474,udp,domain_u,Normal
14475,tcp,http,Normal
14476,tcp,telnet,Normal
14477,tcp,http,Normal
14478,tcp,ftp,Normal
14479,tcp,ftp,Normal
14480,udp,domain_u,Normal
14481,tcp,http,Normal
14482,tcp,http,Normal
14483,tcp,http,Normal
14484,tcp,http,Normal
14485,tcp,telnet,Normal
14486,tcp,telnet,Normal
14487,tcp,ftp,Normal
14488,tcp,ftp,Normal
14489,tcp,http,Normal
14490,tcp,private,DoS
14491,tcp,private,DoS
14492,icmp,ecr_i,DoS
14493,tcp,other,Normal
14494,udp,domain_u,Normal
14495,tcp,http,Normal
14496,tcp,telnet,Normal
14497,udp,other,Normal
14498,tcp,http,Normal
14499,tcp,other,Probe
14500,tcp,telnet,Normal
14501,tcp,http,Normal
14502,tcp,telnet,Normal
14503,tcp,telnet,Normal
14504,tcp,telnet,Normal
14505,tcp,private,DoS
14506,tcp,auth,DoS
14507,tcp,private,DoS
14508,tcp,http,Normal
14509,tcp,telnet,DoS
14510,tcp,http,Normal
14511,tcp,private,DoS
14512,icmp,ecr_i,Normal
14513,tcp,ftp,Normal
14514,tcp,http,Normal
14515,tcp,private,Probe
14516,tcp,ftp,Normal
14517,udp,private,DoS
14518,udp,domain_u,Normal
14519,tcp,http,Normal
14520,tcp,http,Normal
14521,tcp,other,DoS
14522,tcp,http,Normal
14523,udp,domain_u,Normal
14524,tcp,other,Probe
14525,tcp,http,Normal
14526,tcp,telnet,Normal
14527,tcp,http,Normal
14528,tcp,http,Normal
14529,tcp,http,Normal
14530,tcp,http,Normal
14531,tcp,http,Normal
14532,tcp,http,Normal
14533,tcp,telnet,Normal
14534,tcp,ftp_data,Normal
14535,tcp,telnet,Normal
14536,tcp,http,Normal
14537,udp,private,Normal
14538,tcp,telnet,Normal
14539,udp,private,DoS
14540,tcp,telnet,Normal
14541,tcp,telnet,Normal
14542,tcp,private,DoS
14543,tcp,other,DoS
14544,tcp,http,DoS
14545,tcp,other,Probe
14546,udp,private,Normal
14547,udp,private,DoS
14548,tcp,other,DoS
14549,tcp,http,Normal
14550,tcp,private,Probe
14551,udp,private,Normal
14552,icmp,ecr_i,DoS
14553,tcp,http,Normal
14554,tcp,private,DoS
14555,tcp,other,DoS
14556,tcp,telnet,Normal
14557,tcp,other,DoS
14558,tcp,http,Normal
14559,tcp,other,Probe
14560,udp,private,Probe
14561,tcp,telnet,Normal
14562,tcp,http,DoS
14563,tcp,ftp_data,Normal
14564,tcp,http,Normal
14565,tcp,http,Normal
14566,tcp,ftp_data,Normal
14567,tcp,smtp,Normal
14568,udp,private,DoS
14569,tcp,auth,DoS
14570,udp,private,Normal
14571,tcp,private,DoS
14572,udp,domain_u,Normal
14573,udp,private,DoS
14574,tcp,private,DoS
14575,tcp,private,DoS
14576,tcp,ftp,Normal
14577,tcp,http,Normal
14578,tcp,telnet,Normal
14579,tcp,private,DoS
14580,tcp,http,Normal
14581,tcp,http,Normal
14582,tcp,http,Normal
14583,tcp,http,Normal
14584,tcp,http,Normal
14585,udp,private,Normal
14586,tcp,ftp,Normal
14587,tcp,private,DoS
14588,udp,other,Probe
14589,tcp,private,DoS
14590,icmp,ecr_i,DoS
14591,tcp,http,Normal
14592,tcp,smtp,Normal
14593,tcp,other,Normal
14594,tcp,private,Probe
14595,tcp,http,Normal
14596,udp,other,Normal
14597,tcp,http,DoS
14598,tcp,http,Normal
14599,icmp,ecr_i,DoS
14600,tcp,other,Probe
14601,udp,other,Normal
14602,tcp,http,Normal
14603,tcp,other,Probe
14604,tcp,other,DoS
14605,tcp,telnet,Normal
14606,tcp,ftp_data,Normal
14607,tcp,private,DoS
14608,tcp,http,Normal
14609,udp,domain_u,Normal
14610,tcp,private,DoS
14611,tcp,http,Normal
14612,tcp,telnet,Normal
14613,tcp,other,Normal
14614,udp,domain_u,Normal
14615,tcp,http,DoS
14616,udp,private,Normal
14617,icmp,ecr_i,DoS
14618,tcp,http,Normal
14619,tcp,private,DoS
14620,tcp,http,Normal
14621,tcp,telnet,Normal
14622,tcp,http,Normal
14623,tcp,http,Normal
14624,tcp,http,Normal
14625,tcp,http,Normal
14626,udp,domain_u,Normal
14627,tcp,http,Normal
14628,udp,domain_u,Normal
14629,tcp,other,Probe
14630,tcp,http,Normal
14631,udp,private,Probe
14632,tcp,http,Normal
14633,icmp,ecr_i,DoS
14634,tcp,other,DoS
14635,udp,private,Normal
14636,tcp,http,Normal
14637,udp,private,Normal
14638,udp,private,Normal
14639,tcp,ftp_data,R2L
14640,tcp,private,DoS
14641,tcp,telnet,Normal
14642,tcp,http,Normal
14643,tcp,other,DoS
14644,tcp,private,DoS
14645,udp,private,Probe
14646,tcp,telnet,Normal
14647,tcp,http,DoS
14648,tcp,http,Normal
14649,tcp,http,DoS
14650,tcp,private,Probe
14651,tcp,private,DoS
14652,tcp,private,DoS
14653,tcp,http,Normal
14654,tcp,private,DoS
14655,tcp,private,DoS
14656,tcp,http,Normal
14657,tcp,http,Normal
14658,udp,private,Probe
14659,tcp,http,Normal
14660,tcp,http,Normal
14661,tcp,http,Normal
14662,udp,domain_u,Normal
14663,tcp,http,DoS
14664,tcp,other,Normal
14665,tcp,http,Normal
14666,tcp,http,Normal
14667,icmp,ecr_i,DoS
14668,tcp,telnet,Normal
14669,tcp,private,DoS
14670,tcp,telnet,Normal
14671,udp,private,Probe
14672,tcp,other,DoS
14673,tcp,other,Normal
14674,tcp,other,Probe
14675,tcp,smtp,Normal
14676,tcp,http,DoS
14677,tcp,http,Normal
14678,tcp,private,DoS
14679,tcp,private,DoS
14680,udp,private,DoS
14681,icmp,eco_i,Probe
14682,udp,other,Normal
14683,tcp,http,Normal
14684,udp,domain_u,Normal
14685,tcp,http,DoS
14686,icmp,ecr_i,DoS
14687,udp,domain_u,Normal
14688,tcp,http,Normal
14689,udp,domain_u,Probe
14690,tcp,other,Probe
14691,tcp,time,Normal
14692,tcp,ftp,Normal
14693,tcp,other,DoS
14694,tcp,smtp,Normal
14695,tcp,other,DoS
14696,tcp,http,Normal
14697,tcp,http,Normal
14698,tcp,other,DoS
14699,tcp,private,DoS
14700,tcp,private,DoS
14701,tcp,private,DoS
14702,tcp,http,Normal
14703,tcp,other,Normal
14704,tcp,http,Normal
14705,tcp,smtp,Normal
14706,tcp,ftp_data,Normal
14707,tcp,http,Normal
14708,tcp,http,Normal
14709,tcp,smtp,Normal
14710,tcp,telnet,Normal
14711,tcp,private,DoS
14712,tcp,http,Normal
14713,tcp,http,Normal
14714,tcp,http,Normal
14715,tcp,smtp,Normal
14716,tcp,http,DoS
14717,tcp,other,Normal
14718,tcp,http,Normal
14719,icmp,ecr_i,DoS
14720,tcp,http,Normal
14721,udp,domain_u,Normal
14722,tcp,uucp,DoS
14723,tcp,private,DoS
14724,tcp,auth,Normal
14725,tcp,http,Normal
14726,tcp,ftp_data,Normal
14727,tcp,private,DoS
14728,tcp,private,DoS
14729,icmp,ecr_i,DoS
14730,tcp,http,Normal
14731,tcp,smtp,Normal
14732,tcp,http,DoS
14733,tcp,private,DoS
14734,tcp,private,DoS
14735,tcp,http,Normal
14736,tcp,private,DoS
14737,tcp,other,Normal
14738,tcp,private,DoS
14739,tcp,ftp_data,R2L
14740,tcp,other,Probe
14741,tcp,private,DoS
14742,udp,domain_u,Normal
14743,udp,private,Normal
14744,tcp,http,DoS
14745,tcp,telnet,Normal
14746,tcp,http,Normal
14747,tcp,other,Normal
14748,udp,private,Normal
14749,tcp,other,Probe
14750,tcp,private,Probe
14751,tcp,telnet,Normal
14752,tcp,http,Normal
14753,tcp,telnet,Normal
14754,tcp,private,DoS
14755,tcp,private,DoS
14756,tcp,other,DoS
14757,tcp,http,Normal
14758,tcp,private,DoS
14759,tcp,http,Normal
14760,udp,private,Normal
14761,tcp,http,Normal
14762,tcp,private,DoS
14763,tcp,http,Normal
14764,tcp,ftp,Normal
14765,tcp,other,DoS
14766,tcp,other,Probe
14767,tcp,ftp,Normal
14768,tcp,ftp,Normal
14769,udp,private,Normal
14770,tcp,http,Normal
14771,tcp,http,Normal
14772,tcp,http,DoS
14773,udp,domain_u,Normal
14774,tcp,smtp,Normal
14775,icmp,eco_i,Probe
14776,tcp,other,DoS
14777,tcp,http,Normal
14778,tcp,other,DoS
14779,tcp,http,Normal
14780,tcp,private,DoS
14781,tcp,other,Normal
14782,tcp,http,Normal
14783,icmp,ecr_i,DoS
14784,udp,private,Probe
14785,tcp,smtp,Normal
14786,udp,private,DoS
14787,tcp,ftp_data,Normal
14788,tcp,other,Normal
14789,udp,private,DoS
14790,tcp,http,Normal
14791,tcp,http,Normal
14792,tcp,http,Normal
14793,tcp,private,DoS
14794,tcp,telnet,Normal
14795,tcp,smtp,Normal
14796,udp,domain_u,Normal
14797,tcp,http,DoS
14798,tcp,private,DoS
14799,tcp,other,DoS
14800,tcp,private,DoS
14801,tcp,telnet,Normal
14802,tcp,http,Normal
14803,tcp,private,DoS
14804,tcp,other,Probe
14805,tcp,http,Normal
14806,udp,private,DoS
14807,tcp,other,DoS
14808,tcp,http,Normal
14809,tcp,private,DoS
14810,tcp,http,DoS
14811,tcp,other,Normal
14812,tcp,private,DoS
14813,udp,domain_u,Normal
14814,tcp,http,Normal
14815,tcp,http,Normal
14816,tcp,http,DoS
14817,tcp,http,Normal
14818,tcp,telnet,Normal
14819,tcp,http,Normal
14820,tcp,http,Normal
14821,tcp,http,Normal
14822,tcp,other,DoS
14823,tcp,telnet,Normal
14824,tcp,http,Normal
14825,tcp,http,DoS
14826,tcp,http,DoS
14827,icmp,ecr_i,DoS
14828,tcp,http,DoS
14829,udp,private,DoS
14830,tcp,http,Normal
14831,tcp,http,Normal
14832,tcp,other,DoS
14833,tcp,private,DoS
14834,tcp,telnet,Normal
14835,tcp,http,DoS
14836,tcp,other,DoS
14837,tcp,smtp,Normal
14838,tcp,http,Normal
14839,tcp,ftp,DoS
14840,tcp,telnet,DoS
14841,tcp,ftp,Normal
14842,tcp,ftp_data,DoS
14843,tcp,telnet,Normal
14844,tcp,smtp,DoS
14845,udp,domain_u,Normal
14846,tcp,http,Normal
14847,tcp,telnet,R2L
14848,tcp,ftp,Normal
14849,tcp,private,DoS
14850,tcp,http,Normal
14851,tcp,telnet,DoS
14852,udp,private,Normal
14853,udp,domain_u,Normal
14854,tcp,http,Normal
14855,udp,domain_u,Normal
14856,tcp,other,Normal
14857,tcp,private,Probe
14858,tcp,telnet,Normal
14859,tcp,other,DoS
14860,tcp,private,DoS
14861,tcp,other,DoS
14862,tcp,http,Normal
14863,icmp,ecr_i,DoS
14864,tcp,ftp_data,Normal
14865,tcp,http,Normal
14866,tcp,private,DoS
14867,tcp,other,Probe
14868,udp,private,Normal
14869,tcp,smtp,Normal
14870,tcp,http,Normal
14871,tcp,other,Probe
14872,udp,domain_u,Normal
14873,udp,private,Normal
14874,udp,domain_u,Normal
14875,icmp,ecr_i,DoS
14876,tcp,http,Normal
14877,tcp,telnet,Normal
14878,udp,private,Normal
14879,tcp,ftp_data,R2L
14880,udp,other,Normal
14881,tcp,http,Normal
14882,tcp,other,Probe
14883,tcp,http,Normal
14884,udp,domain_u,Normal
14885,tcp,private,DoS
14886,tcp,private,DoS
14887,tcp,http,Normal
14888,tcp,http,DoS
14889,tcp,other,Normal
14890,tcp,smtp,Normal
14891,tcp,ftp_data,Normal
14892,tcp,http,Normal
14893,tcp,http,Normal
14894,tcp,http,Normal
14895,tcp,other,DoS
14896,tcp,other,Normal
14897,tcp,http,Normal
14898,udp,private,Normal
14899,tcp,other,DoS
14900,tcp,http,Normal
14901,tcp,http,Normal
14902,udp,domain_u,Normal
14903,tcp,other,Normal
14904,tcp,telnet,Normal
14905,icmp,ecr_i,DoS
14906,tcp,telnet,Normal
